User_Id,User_Name,Platform,State,Region,Date,Followers,Likes,Shares,Views,Comments,Content_Id,Revenue_Source,Revenue
vwIJw0Gqq9,Nirvi Ben,Snapchat,Andhra Pradesh,South,21-02-2022,155546,29223,18797,1716102,4345,rSCbVzOeTKLs,Consultancy,9329636.64
UOqubD9ThG,Hazel Tella,Twitter / X,Nagaland,Unknown,06-02-2020,413561,40444,41771,1276650,1550,8FtqEIKVNCEw,Sponsorship,4440040.83
xObyiPlz5S,Aaryahi Gandhi,Instagram,Punjab,North,11-07-2021,476009,20043,217,4161020,9934,GpEDMX0oLGEu,Collaboration,6203545.75
AZyXYsrgQK,Hansh Divan,Instagram,Punjab,North,15-06-2024,754103,74540,10067,4423379,2712,yjLgXvtStDr0,Guest Appearance,8311912.99
7wun7eOJVe,Mamooty Subramaniam,Instagram,Meghalaya,Unknown,11-08-2022,941303,50190,4166,3548559,1552,1xNiXXWkGtLI,Guest Appearance,6703581.64
1CVvN6o3dO,Zaina Mandal,Snapchat,Tripura,Unknown,20-02-2021,735188,366,21686,1809974,8125,ZxLkIN4QR5EP,Patrion,7747304.22
yFLtfUvPVm,Madhav Andra,Snapchat,Goa,West,01-11-2021,467063,42620,29233,1617451,1589,tOpLYXKIOtQ8,Patrion,1758931.63
PIaJ5ZVBP0,Yakshit Bali,Snapchat,Himachal Pradesh,North,21-11-2021,435140,69198,21719,46466,7285,dP3jf4W6fGC9,Patrion,3551927.5
qZxA4MXTQX,Prerak Borra,Twitter / X,Bihar,East,23-01-2022,284448,30748,17833,12331,1329,alOvxsw00ZyU,Collaboration,7251449.79
NDsVuAubUT,Mannat Hari,Instagram,Odisha,East,20-01-2021,822476,38923,27933,1558762,1921,tEbzgxZnZCZX,Consultancy,2039195.87
sHaEGNZjm5,Advik Hayer,Snapchat,West Bengal,East,28-06-2020,59895,62783,7310,423467,7075,yydA1dJqhOJ1,Patrion,4431208.12
PgJrBJMPIq,Aarush Bath,Snapchat,Maharashtra,West,05-03-2020,635478,67013,14351,154341,8406,PEGSCIFFpnvz,Guest Appearance,7408379.92
Q9BpF6o26J,Sara Buch,Snapchat,Nagaland,Unknown,09-06-2020,512838,43640,38693,2977391,261,h90XnCjOeuBT,Sponsorship,2770956.8
jH6Uz6NZYh,Mamooty Madan,Instagram,Nagaland,Unknown,14-02-2023,831605,42736,3665,4763880,4563,PkYng4zo8fn2,Guest Appearance,628284
FeoYXb3KsT,Tarini Srinivasan,Facebook,Bihar,East,02-05-2024,808390,45497,44718,4582956,1063,uLnpjI29R8MQ,Patrion,7896274.75
KbF97dA5e7,Dharmajan Baria,Facebook,Nagaland,Unknown,14-02-2022,941027,83713,27960,3260981,1573,gVQZr8z1d8vG,Consultancy,5544157.87
9aMDSKRRk9,Manjari Sathe,Twitter / X,Himachal Pradesh,North,07-01-2021,88569,47906,4227,4361448,6776,fvIAVQLNDq7L,Guest Appearance,9652689.33
15lwLca1Yo,Chirag Madan,Facebook,Kerala,South,05-03-2024,465589,98554,31871,3971796,898,GJ0kFoOwwmrH,Collaboration,914942.12
Nht1DLWPw8,Myra Kothari,Instagram,Mizoram,Unknown,25-09-2024,937288,47513,24144,2083885,2573,4mwFnEhtktQS,Collaboration,2788321.64
RfmvUX2uBI,Nitara Thaman,Snapchat,Himachal Pradesh,North,12-04-2021,20928,1614,27545,2172888,5336,VSc3Wk3c1HGl,Consultancy,5216150.94
llTCV2jN17,Nirvi Varghese,Instagram,Telangana,South,17-01-2023,64425,48128,23072,4517198,2178,ZiimRfzC0dw0,Patrion,7472902.85
nsf4r6DuxR,Parinaaz Sibal,Youtube,Tripura,Unknown,24-04-2023,512237,11763,15490,3687471,9668,KDG1Q0pl5I9X,Collaboration,6547513.76
nOLXuQwmNX,Kismat Saini,Snapchat,Tripura,Unknown,11-05-2022,120299,20779,41042,2748879,6282,jka7OWVZPXiJ,Patrion,1221117.02
deQ6cTJXmL,Piya Brahmbhatt,Facebook,Mizoram,Unknown,13-01-2020,690987,69373,13086,4351167,2489,MejK9xslFRXg,Sponsorship,2455418.83
laxu7U4tcK,Jivin Bajwa,Youtube,Rajasthan,West,05-02-2022,225665,41825,11017,4589544,8662,HKXa7IFV6VGf,Sponsorship,4604437.62
Kk7RbWzbO8,Myra Suri,Youtube,Jharkhand,East,26-05-2022,808270,35650,13724,4093424,2200,W0k1SEEz1Wn6,Guest Appearance,760154.31
dsFsoV8JE7,Yuvaan Halder,Snapchat,Mizoram,Unknown,26-12-2024,275120,23144,7683,4658395,1991,I7eGUrkf73gj,Patrion,3568693.8
ByniniEhWb,Dhanush Batra,Instagram,Tamil Nadu,South,16-03-2021,898597,41250,34464,4567125,9034,fetYbn1hv1ky,Guest Appearance,8882039.06
avgc8ZCOlu,Nishith Sridhar,Instagram,Bihar,East,06-11-2023,164683,25554,35600,151035,1231,nBbbJ33fKa1U,Patrion,6161690.85
1oy6E3jNrd,Veer Talwar,Youtube,Assam,East,14-01-2024,772564,26830,45212,2942981,3746,omb7SAuetZq6,Patrion,2443291.28
PY6gnhKBd1,Mahika Bora,Youtube,Kerala,South,01-05-2021,501966,40553,6118,1690609,5537,JQzoInxOG7Dm,Guest Appearance,1012690.62
2baXsyQEcS,Lakshit Sabharwal,Snapchat,Karnataka,South,21-04-2024,128168,35125,25646,3042740,89,7WnpN91wST6y,Consultancy,6428685.86
ggOLikf8gG,Drishya Toor,Youtube,Arunachal Pradesh,East,24-07-2020,17591,77835,7346,4081929,5718,c8h8JkYCNXrf,Patrion,6475382.62
jNF69TPvHU,Rania De,Youtube,Sikkim,East,01-03-2023,150089,458,16848,4661631,7965,eboWvrxspWSS,Patrion,1150861.16
66udsJw77d,Madhav Karpe,Youtube,Odisha,East,24-07-2020,612043,45887,19989,3946596,3207,8A4iBipzf7LJ,Collaboration,2611447.58
NhSPBjmasE,Suhana Bajaj,Snapchat,Arunachal Pradesh,East,06-03-2020,381638,22255,21995,2709521,3312,OepfA9H4v5Eq,Sponsorship,963050.11
8BcVqkhlmU,Miraya Kala,Youtube,Haryana,North,21-10-2023,948708,13542,1723,4556519,2680,XAOv7id0xxSZ,Patrion,3760860.94
Iwk3I5dQO9,Aayush Vig,Facebook,Manipur,Unknown,19-10-2021,593220,20347,23342,3930122,255,2JkAaGMVgoPj,Consultancy,1410411.59
l51HzZhVh0,Rasha Barad,Youtube,Haryana,North,06-06-2020,556832,26890,39631,358242,5551,m8E3THYo3rgA,Patrion,4639719.35
KR2KOTu02J,Sumer Lanka,Twitter / X,Madhya Pradesh,Central,16-06-2024,308481,99551,20089,2922169,4544,bB693pCAmNpV,Consultancy,7451359.99
zAt4MIlzkD,Divyansh Ganesh,Instagram,Kerala,South,16-04-2022,793771,5621,12494,661412,9354,PczVQ85qQtbB,Guest Appearance,6519121.32
jJFxRfNA5Y,Kimaya Chand,Twitter / X,Haryana,North,16-02-2024,831933,974,10495,2248366,3048,1AopPCHe8Gqr,Collaboration,3445237.76
DhBIzeTrx3,Ela Sharaf,Twitter / X,Sikkim,East,09-04-2023,484669,70605,31554,1920621,5632,tr75Xzs39dgy,Guest Appearance,3268831.96
zoNbHO3qIc,Samaira Ramakrishnan,Facebook,Goa,West,12-11-2024,497943,66466,48221,872827,6628,xAG83XqeQc6i,Consultancy,9480091.28
SIWACqx5YC,Diya Bajwa,Snapchat,Uttar Pradesh,North,09-02-2021,592370,25578,45190,785918,8458,fBijTG9saoWN,Collaboration,2772564.52
OyEplDI8If,Kiara Chauhan,Instagram,Bihar,East,05-11-2023,932189,91573,10575,4088458,9148,gevmJwFp5fyd,Sponsorship,6516983.7
FeTVCaFt9D,Lagan Agarwal,Snapchat,Haryana,North,17-09-2022,75402,498,22184,254024,4066,KzHkFpLnOuNn,Sponsorship,7771162.94
7XWOGqJptZ,Siya Cheema,Snapchat,Chhattisgarh,Central,24-09-2024,156865,31846,11425,358508,7187,ksFgQvXPWUod,Patrion,4983476.79
eJxcfRej3a,Rasha Bahl,Facebook,Andhra Pradesh,South,28-02-2023,167158,4869,36820,1690691,6878,hItulYH8Ae5X,Collaboration,7977825.76
8bzVLOueoI,Arnav D’Alia,Youtube,Manipur,Unknown,12-07-2020,811134,62195,19121,624557,6764,Kpn3zRPDZxW4,Guest Appearance,2724315.34
vCS3wiL7Fz,Dhanuk Sachar,Youtube,Haryana,North,07-12-2024,462175,38225,20450,4540977,9266,4lM9ciqav0Ed,Sponsorship,9860957.42
GMWKHeygao,Eshani Ahuja,Snapchat,Uttar Pradesh,North,19-03-2021,306924,334,14600,4260810,507,sEfjLY6FxthG,Sponsorship,6147572.84
C810UmXQoM,Aaryahi Arya,Twitter / X,Odisha,East,16-11-2021,833927,48122,38538,2440508,2975,wc3zBwDGnjea,Patrion,6696713.4
avd39DGM7r,Kashvi Tella,Twitter / X,Tripura,Unknown,01-07-2024,817642,3759,48913,3620440,6218,Zz8Pev8BzXks,Consultancy,3766665.58
RffnV3Y18u,Hunar Barad,Facebook,Manipur,Unknown,13-05-2022,824457,2189,25198,4669052,3121,q9zxoGjNLKAy,Sponsorship,5467802.61
1TQFUGcgNl,Jayant Upadhyay,Instagram,Uttar Pradesh,North,15-09-2022,273735,43731,6900,1158580,6395,hIoBdkO3mbOs,Collaboration,9437590.53
Qfm9SuBLbc,Nitara Srinivas,Instagram,Assam,East,13-07-2022,820610,99061,36504,4069427,2148,6dN6v18BeQgW,Consultancy,991336.98
EDxEwJQmh7,Nirvaan Mandal,Facebook,Madhya Pradesh,Central,16-07-2024,229717,61330,5214,4943854,6908,DuB8YbLuP5HM,Consultancy,9021668.99
ITi0BJ7oyE,Ira Ahluwalia,Youtube,Gujarat,West,27-07-2024,531797,79211,38215,3278671,9871,2GDAJe7hQucS,Guest Appearance,2853737.63
QWqrCCwqTD,Alisha Jayaraman,Snapchat,Arunachal Pradesh,East,20-01-2020,351272,33101,30150,1368261,9004,D4C82phpXoH8,Sponsorship,2284648.84
GLQPbOxEC3,Abram Manda,Snapchat,Maharashtra,West,04-01-2022,201686,75460,42863,1807682,9840,M9y6Z59DVVYY,Sponsorship,7630977.33
WezzTT0zzo,Shalv Ramachandran,Instagram,Meghalaya,Unknown,07-07-2024,830549,70010,7823,2028282,169,6iXiQMAbpyYr,Patrion,4525631.02
tyq7ppIugg,Vihaan Kaul,Snapchat,Tripura,Unknown,02-03-2023,950018,70893,42739,263438,1249,R1M34kabPkbp,Patrion,3214135.45
NyAzc5L2lW,Yashvi Deep,Facebook,Jharkhand,East,01-05-2021,996722,35701,8049,2627821,7473,uQRjAz0OkB47,Guest Appearance,7427877.97
XoZB0tjfqX,Khushi Varma,Snapchat,Gujarat,West,03-07-2023,435287,94016,43809,1470080,9425,04VdzenHdO2E,Collaboration,6683991.35
zZnNAR3rUh,Indrajit Kadakia,Twitter / X,Rajasthan,West,09-09-2021,774248,53917,29816,1455624,7136,qPeLYFk93hsn,Consultancy,9820821.19
2NZvSYh9PA,Ojas Lad,Twitter / X,Karnataka,South,17-12-2023,89769,99432,16256,4251209,4648,8CueTpcPMFTb,Guest Appearance,8847084.38
Pdv5Vzviyb,Aaryahi Bera,Snapchat,Chhattisgarh,Central,20-02-2020,993785,94636,22857,4964961,7443,nBuXotqt7Kp3,Collaboration,5470951.6
tPd9WTnJ5c,Vivaan Chakraborty,Snapchat,Tamil Nadu,South,08-08-2024,16825,44861,44862,1585021,9532,bcVNVmlM2i3Q,Consultancy,7068888.53
9Y3sExv5Hn,Shaan Ramesh,Instagram,Telangana,South,20-04-2024,609647,37917,13600,600961,483,Jv8FvBB5WG1Q,Guest Appearance,3401716.68
TZpBmQeLAw,Khushi Madan,Youtube,Goa,West,13-05-2024,793589,83235,45339,148695,7387,UvAPQxD34B6Y,Guest Appearance,4473073.57
CuXIbiE2Ph,Aarush Dugar,Facebook,Mizoram,Unknown,02-10-2023,930739,60648,18843,1746148,9519,byqHDEMcsXZW,Sponsorship,6820988.93
NJfHMPhlUU,Shamik Singh,Snapchat,Haryana,North,22-10-2021,681482,9439,48167,3311697,4139,53fN8zAD9EJv,Patrion,3417172.78
iRbp73VlOe,Kimaya Zacharia,Snapchat,Kerala,South,28-11-2020,551388,28993,11696,759832,5415,jJc0EeT2Sq6I,Sponsorship,8028681.68
IPfEn0sZpr,Vanya Mand,Twitter / X,Chhattisgarh,Central,02-07-2020,830138,51570,4017,3607593,7441,7o4G2kpHcCXb,Consultancy,4709768.35
6HcgfdvyC1,Hazel Singh,Snapchat,Uttar Pradesh,North,21-09-2022,389355,59577,49567,3058991,7370,K2XnM1tKTrEL,Sponsorship,8334742.06
YVSKMU6GH0,Zaina Mangal,Facebook,Andhra Pradesh,South,25-04-2021,46071,70522,292,2424412,5174,0m2bLHbCcbyV,Consultancy,3376175.95
vYWAsS6nif,Tiya Magar,Snapchat,Manipur,Unknown,07-11-2021,56257,25225,22869,4252665,2684,fXkynpbVd64I,Sponsorship,5353127.53
FARgVFsRoy,Hazel Desai,Facebook,Tamil Nadu,South,05-08-2023,98261,13097,8751,3734794,1753,RGaGf9OCzAow,Sponsorship,3338924.08
EZBeCayzNq,Anaya Khurana,Facebook,Maharashtra,West,16-05-2020,930428,30831,22932,2607698,7007,IuNslkC5HZNE,Patrion,8112607.61
QJfMxnjPpD,Hazel Sethi,Twitter / X,Haryana,North,22-05-2020,760690,2224,40306,2960658,1012,QXYv9gLxPTid,Consultancy,4877153.29
jSzRw7LRQM,Ira Kade,Instagram,Meghalaya,Unknown,25-09-2021,306357,12009,25791,1054488,9497,Q4WAHVfSTyPX,Collaboration,268094.56
HvfGqmYmpA,Divyansh Kadakia,Twitter / X,Odisha,East,15-08-2024,646441,82443,49624,2087316,4659,EsRfAyfHUoMr,Consultancy,1305699.2
myosDL6k0g,Miraya Mani,Instagram,Rajasthan,West,19-12-2024,43482,72939,20458,2923005,4338,GjiDmg5ufP6I,Patrion,3934097.69
naXM8Uq9AS,Yuvraj  Solanki,Instagram,Madhya Pradesh,Central,28-07-2022,641529,52574,33819,2777237,1881,zlDegxOMsqCS,Consultancy,72044.29
v2quGcztCs,Tiya Dass,Instagram,Andhra Pradesh,South,08-11-2024,125721,23435,29893,3654981,761,EVmLHN2hphZX,Guest Appearance,5367973.5
2P2YtERvzY,Mamooty Bajaj,Twitter / X,Madhya Pradesh,Central,25-11-2020,607811,85955,7157,273493,1635,sW1JO2NZFO6t,Consultancy,2818026.84
agCe28R4xF,Shaan Chaudhary,Facebook,Tamil Nadu,South,01-10-2021,874531,77416,6298,3782366,4616,qJ6aGObX2HTk,Sponsorship,8622275.05
ZLVuUcRpAt,Onkar Trivedi,Snapchat,Himachal Pradesh,North,15-09-2022,136785,68770,934,1414321,3899,IxA9caaJb11V,Guest Appearance,136070.14
pa5Cj81TNW,Yasmin Gupta,Instagram,Tamil Nadu,South,01-04-2020,477371,9243,4024,4549924,1024,3AT6mRC6ygqv,Sponsorship,9755414.87
daW3CiPZRt,Hansh Arora,Instagram,Nagaland,Unknown,07-07-2024,349266,70508,15578,2569861,9564,k2mK3YEOMvfL,Collaboration,9401519.12
wGv0jFnynF,Ehsaan Sanghvi,Youtube,Kerala,South,03-07-2020,695799,78626,1752,2937227,5262,7IwbNKfSLU82,Guest Appearance,2977263.31
DuOOlK4MTf,Onkar Konda,Facebook,Maharashtra,West,03-09-2022,849920,9310,36859,1014935,7753,MFuFHDKcc1AI,Guest Appearance,9701611.92
T08ElbdNbC,Hrishita Mahal,Twitter / X,Kerala,South,16-10-2020,300079,27567,49983,2699456,7313,tj4hvYRxNFRH,Patrion,8179693.37
agRIhn1qlM,Saksham Vala,Facebook,Telangana,South,02-11-2023,5895,17749,22606,973826,9374,QyO4tqAMw7Q3,Consultancy,5327048.83
rx776GuiHb,Eshani Dutta,Youtube,Meghalaya,Unknown,02-11-2020,39748,93862,45271,3502824,4093,qCMPFY3iQjaW,Guest Appearance,4767851.68
CnWAIOlFDv,Pari Kohli,Snapchat,Kerala,South,12-12-2022,364903,18190,21748,4269156,6776,I62wSAx9FGOt,Guest Appearance,4730275.4
cdvqNvprMv,Rasha Borah,Youtube,Haryana,North,21-11-2022,534435,37507,18863,3817834,99,rhRxuUnmcLug,Sponsorship,5226230.4
yhHB2OvIkJ,Heer Ramachandran,Twitter / X,Odisha,East,21-04-2021,160131,37855,5017,3860979,7569,SfagQBWsYxZH,Sponsorship,8660817.53
ujgqQJqpL8,Aniruddh Kalita,Facebook,Mizoram,Unknown,23-07-2023,995568,67735,34944,4884711,3477,SzyTRGDCtTGd,Consultancy,1891329.4
MNkeRZTNbt,Badal Sankar,Twitter / X,Uttar Pradesh,North,01-07-2021,389507,41753,45672,4111190,4901,d49G55MH8BJx,Sponsorship,6404195.19
FoEo1gGQv4,Amira Zachariah,Twitter / X,Maharashtra,West,08-12-2021,803080,97461,17148,2749636,9551,SmYQdUrtE4V9,Patrion,2700640.92
u4rhYmEdmC,Jayan Kala,Twitter / X,Gujarat,West,24-09-2021,78874,5828,24925,24146,7939,yZqmQaO7U8mS,Patrion,2778043.39
zlXPEYufS2,Nitara Sarkar,Facebook,Tamil Nadu,South,28-06-2021,915870,12493,31119,1096445,3243,P5wqUOHkd2iS,Collaboration,3338681.45
D2p355X3cz,Badal Ganguly,Twitter / X,Rajasthan,West,20-04-2020,18830,559,17454,3066630,8697,4iwNmdEUzX8P,Collaboration,3345352.19
yFKdVI2LWs,Veer Dash,Snapchat,Kerala,South,02-09-2024,46922,45250,46961,3016313,8000,Sm1mGC88zyJr,Consultancy,2519434
bCtuQyWFVN,Vihaan Lalla,Twitter / X,Kerala,South,18-06-2023,979648,52023,38715,4167771,2180,kklpbyQJ1Z0D,Sponsorship,7390143.13
xpKVXfsSZ8,Himmat Kapur,Instagram,Haryana,North,04-07-2024,141065,18928,14175,1323010,9073,z18haVN5sjTj,Consultancy,2399339.86
oiRafiGLHP,Taimur Sathe,Facebook,Chhattisgarh,Central,02-06-2021,672816,76814,32001,4757804,1570,SookuxNEzK3R,Consultancy,4079579.55
Xr3H711C5n,Inaaya  Kapadia,Twitter / X,Meghalaya,Unknown,18-01-2022,199410,34,42070,3900166,651,Ly3odElh8A0k,Sponsorship,4899341.42
mljtLHDBCH,Gatik Bhavsar,Instagram,Tripura,Unknown,17-04-2022,164787,8392,18308,3625360,2722,Kk960mSfF5kk,Consultancy,6014274.14
xEbKR5YcSf,Miraan Chaudhari,Facebook,Andhra Pradesh,South,06-02-2022,327630,44353,10512,1556295,9670,9pwBbPNnR4Rv,Consultancy,4150416.62
RMlNCh51IY,Aayush Tailor,Instagram,Goa,West,17-12-2021,469482,66645,42200,4886452,5983,We45bpcNqIwv,Guest Appearance,6993439.48
v4ilRlaaA3,Miraya Dua,Youtube,Goa,West,27-10-2023,319243,65923,19528,3303565,7477,rSUkMqpwO1cN,Patrion,5714190.23
ZC65akYQwX,Jayesh Dyal,Facebook,Sikkim,East,24-02-2020,701391,8139,49180,3086643,5817,TlseAzANbOJq,Sponsorship,7389945.9
yEpAq00umS,Vardaniya Saha,Twitter / X,Odisha,East,09-06-2023,892652,95219,48005,1886774,2297,8Nsn1R409mej,Consultancy,1901451.99
ceP6HOb4To,Jhanvi Ravel,Twitter / X,Bihar,East,12-03-2021,172372,96682,26335,2312196,9608,BBCAOPskz6oC,Sponsorship,4602569.09
TTTgs0rVxL,Veer Shankar,Facebook,Assam,East,04-02-2021,775783,66750,31612,2578577,9607,Obped8SBRQTX,Guest Appearance,1730709.67
rLb7r3feCP,Bhamini Kapur,Facebook,Andhra Pradesh,South,01-02-2021,840610,45615,24279,78289,3555,fTFIczVBYOqq,Collaboration,3456285.79
ubvqiCdjvo,Nitya Kapadia,Snapchat,Assam,East,11-02-2020,129098,15398,5195,3644230,2853,1DfmwlgyOAuN,Patrion,1868562.47
vhREEejBtb,Ivan Sur,Facebook,Karnataka,South,24-12-2022,186387,39405,1310,4603614,8479,BXTAKt6Yzga5,Guest Appearance,5751349.05
e286RqdYLF,Stuvan Raman,Instagram,Uttar Pradesh,North,23-08-2024,116968,76969,8894,1549641,8459,G1seS1pjwNsu,Sponsorship,1487343.17
qkp6AKyBrd,Rohan Luthra,Twitter / X,Maharashtra,West,03-06-2020,999448,22421,37062,1138085,7673,jqbADMoxCeEF,Collaboration,2515188.97
FXNfR2lV9C,Ishaan Mander,Instagram,Arunachal Pradesh,East,06-09-2020,705468,32630,28329,3232504,1374,ZykfZ4K7TQx0,Patrion,580399.78
I16Agf7Iao,Neysa Tiwari,Twitter / X,Sikkim,East,22-03-2024,688028,88029,31295,3280619,7920,nzWz3mYK8cyz,Patrion,4282656.79
SvGbcZdLIc,Parinaaz Kale,Youtube,Uttar Pradesh,North,02-06-2021,726448,93021,38701,4236301,584,v8wAsXKUW0qz,Patrion,482674.28
RKUK8BfhNg,Manjari Gara,Facebook,Andhra Pradesh,South,07-09-2024,434121,64659,34201,2210627,9992,ai6BrZR8VAub,Sponsorship,2791486.92
ENm2uBNPik,Fateh Buch,Facebook,Uttarakhand,North,18-12-2020,260826,73262,25799,300131,3241,6dAsA02DwmX6,Consultancy,2484081.46
R8rLiagdHV,Stuvan Borra,Twitter / X,Sikkim,East,18-08-2021,94320,279,7580,25662,4080,NXajo4YzLMJv,Guest Appearance,5348151.4
v2yIEyt3cn,Mannat Trivedi,Youtube,Uttar Pradesh,North,22-12-2022,741390,52255,47023,628241,7113,7iQ9Q2igvWX6,Collaboration,7241977.27
UlO0zSK3RK,Tarini Sekhon,Snapchat,Andhra Pradesh,South,26-09-2024,421173,32790,40944,4832939,3558,0PBrlLdcosBf,Consultancy,3037306.1
T0PV4xNc8d,Kartik Sood,Facebook,Haryana,North,08-06-2023,816701,96752,30660,2566580,7254,ynGnpSaj5kE6,Consultancy,1571541.24
sSOtW3jUAz,Hridaan Wagle,Twitter / X,Gujarat,West,14-10-2024,47372,11616,1293,3171685,6999,2FMFjtT0wiJI,Consultancy,2506179.27
4MssuQ2Im2,Ivan Gola,Instagram,Rajasthan,West,13-07-2022,632948,99023,1485,4388710,1962,9sG9iSX9lI31,Consultancy,6628302.77
bb3XgcsGEA,Zoya Divan,Twitter / X,Gujarat,West,02-06-2020,541661,93164,41764,1894926,3911,5rtlGLOpqfmW,Guest Appearance,5209240.97
OURivC4n0c,Eshani Bali,Instagram,Jharkhand,East,27-06-2024,707024,7807,42622,465588,7262,FB1uct8tX0NY,Sponsorship,6523450.75
1m9elpr9Vf,Taran Bajaj,Snapchat,Madhya Pradesh,Central,20-03-2021,332337,57243,27246,540143,4509,FVXjROzHeGRQ,Patrion,4741250.51
Ve1yePVKt3,Ivan Kari,Twitter / X,Arunachal Pradesh,East,19-12-2020,163617,42913,27021,4284509,3313,4P5OAhGM7DDu,Sponsorship,1341527.82
6Dhv2COahO,Advik Raval,Instagram,Jharkhand,East,26-06-2023,853539,84524,28281,2867516,2962,J4xwlwpPqosN,Guest Appearance,7560103.62
pBMuys6ldJ,Charvi Majumdar,Snapchat,Odisha,East,09-06-2020,929450,34074,32432,3336313,5866,FRmPV0a6TDV2,Collaboration,8348376.56
qoH4j1B0vQ,Tara Chandran,Instagram,Arunachal Pradesh,East,21-11-2022,817043,34932,14726,206801,2153,ZMP3otq0XdM9,Consultancy,8201483.94
VsAGR3M7Nc,Riya Borra,Snapchat,Nagaland,Unknown,27-04-2023,268325,86136,11409,4090619,2712,tXgvIlWHvz0z,Sponsorship,7405803.78
xDfUSmsR84,Yuvaan Gill,Youtube,Gujarat,West,14-07-2020,436569,94152,7883,3558429,2778,tPySGJTD5kTF,Collaboration,3120892
8NhEO3IB9C,Ahana  Krishnan,Snapchat,Odisha,East,21-02-2023,281672,68001,43620,4788063,5886,CiCwk79Ld9Wl,Sponsorship,2227825.93
ovhrZYfe2G,Kismat Sood,Instagram,Manipur,Unknown,18-02-2021,119776,74159,21839,706699,7284,fLaZADAPm1mX,Patrion,9017532.81
tIl3ktanwp,Lakshay Venkatesh,Instagram,Jharkhand,East,04-01-2020,169292,44210,19654,3384785,7391,u1eJPwJ0BcfX,Sponsorship,3604394.3
OhIleq5uwX,Samiha Sarna,Instagram,Nagaland,Unknown,20-08-2023,536080,67582,44987,1933160,7158,FoNZ8ttJ2bz7,Collaboration,7840064.59
BlibYWr1Jj,Reyansh Bhavsar,Youtube,West Bengal,East,03-02-2021,645040,22927,17455,3748856,4303,7NXvAPHkJTFi,Sponsorship,944899.61
njKFKYKZcw,Rania Krishna,Twitter / X,Andhra Pradesh,South,12-10-2022,986905,39068,32117,3571966,1288,A9dMycot7b1u,Consultancy,8701842.95
bXVh1r4z4E,Mannat Goel,Instagram,Mizoram,Unknown,24-02-2021,926222,14119,7845,2885954,4359,JMTOifQK8K09,Guest Appearance,7993451.59
LexeNtRh4Z,Mannat Suri,Youtube,Arunachal Pradesh,East,21-09-2022,214893,52156,1642,4781684,447,39AGgf3ZnTbx,Collaboration,6085050.88
N8O3EhaKch,Jiya Ratti,Instagram,Kerala,South,26-04-2022,662345,3797,23515,1849175,2933,XvAkt9IUI7YH,Consultancy,9943372.95
czIRu8gzTk,Lavanya Chokshi,Facebook,Meghalaya,Unknown,25-06-2020,670646,59043,49592,2426037,1634,eNmmgaFWeyVE,Sponsorship,6245077.64
9j84uF8GSq,Ishita Sandhu,Instagram,Sikkim,East,05-05-2024,619570,1836,2143,4318263,8701,KiVWZuFmS7cD,Collaboration,4522499.44
UjwIIJQGmd,Anika Bhatti,Facebook,Gujarat,West,18-08-2024,82413,24755,16799,188091,9707,vO5adegSRe2a,Consultancy,5147539.77
sOSVTQPFg2,Rati Bhalla,Youtube,Kerala,South,11-11-2022,174448,41723,21419,2088818,9374,xuweq6PSQTIB,Sponsorship,9114246.65
LPhjpEAg2t,Anika Zacharia,Instagram,Arunachal Pradesh,East,25-05-2021,738579,4952,39250,3407646,5616,5iPYiyW9IG40,Sponsorship,19459.21
km8bAJx8My,Saanvi Sehgal,Snapchat,Assam,East,08-03-2021,575989,95286,42410,1611947,6360,Fgor3kFUqLd8,Guest Appearance,6739606.37
TWaTwM4TqG,Amira Karan,Twitter / X,West Bengal,East,08-09-2023,417549,19975,21715,3738067,8058,lbFlr57Zxe7v,Patrion,9051824.41
FZ2xuIKSWk,Tara Gupta,Snapchat,Odisha,East,21-04-2022,333852,18423,9026,805542,7928,mIiWDNkHPbje,Patrion,9889860.01
tgOSjtuEU9,Abram Chakraborty,Instagram,Madhya Pradesh,Central,12-05-2020,800058,49774,8990,3127920,3721,ddi0naheAZlr,Patrion,6422295.26
QP7xPMT37b,Dhanuk Comar,Instagram,Mizoram,Unknown,24-01-2023,321629,73841,30564,3351259,7750,LTGBlyKOsdv0,Patrion,7862824.88
MCRRlJF6B4,Rhea Bhakta,Youtube,Punjab,North,11-08-2022,51041,86266,23342,1543622,2099,ce2WDYarhR5S,Collaboration,6489813.74
nIYog36Az1,Oorja Dugar,Snapchat,Chhattisgarh,Central,10-11-2022,956479,54174,38156,4081591,649,Eg9YJ3XhE3hK,Collaboration,4947697.06
O6Fayiyl0v,Kiaan Krish,Youtube,Karnataka,South,10-12-2024,746811,49325,48546,4871755,3383,BYCIvbPwRMe8,Patrion,5286647.31
tdjEqFpr6B,Advika Lala,Instagram,Rajasthan,West,14-07-2023,55693,37564,20287,4519219,6508,WThHeekEBnZC,Guest Appearance,4176793.62
Txh3QpNgGX,Kiaan Banik,Youtube,Mizoram,Unknown,14-06-2020,520577,42872,18671,1014249,3499,XrVNvBCYSLSD,Patrion,6419713.86
tNun9emWqj,Elakshi Sarkar,Instagram,Uttarakhand,North,06-10-2022,114710,83665,12021,4820930,9080,wBhdwW4k0gDN,Consultancy,4311269.77
5z4VUntFij,Vedika Khanna,Instagram,Chhattisgarh,Central,09-01-2021,77382,462,27419,2454258,9352,zCxjdZQSFAMB,Collaboration,4391771.64
